Id;ASIN;Group;Salesrank;Reviews;avg rating;Title
68770;B000000OVP;Music;1823;464;4.5;Pinkerton
68838;B00005V1XW;DVD;2230;347;4.5;Vampire Hunter D - Bloodlust
69024;6300270432;Video;2084;13;4.5;The Yakuza
69037;6303192505;Video;4140;24;4.5;The Naked Gun 33 1/3 - The Final Insult
69052;B00003CXQX;Video;763;249;4.5;The Emperor's New Groove
69058;B00003CXQA;DVD;2877;650;3.5;Unbreakable (Vista Series)
69070;B00003CXQ6;Video;1523;49;3.5;102 Dalmatians
69114;B00007GZQZ;DVD;1857;63;4.5;The Money Pit
69121;6301971523;Video;3578;25;4.0;The Phantom Tollbooth
69183;089106074X;Book;4630;8;4.5;Gifts Differing : Understanding Personality Type
69186;B000005PKP;Video;767;58;4.0;National Lampoon's European Vacation
69218;B00000JZC7;Music;3825;135;4.5;Bitter
69298;B000003JA5;Music;3129;24;5.0;A Space in Time
69333;0964519127;Book;1160;5;4.5;Maxwell Quick Medical Reference
69371;0671631985;Book;564;231;4.5;Teach Your Child to Read in 100 Easy Lessons
69516;6300215830;Video;834;190;4.5;The Ten Commandments
69638;B000005J0O;Music;1944;45;5.0;The Civil War - Traditional American Songs And Instrumental Music Featured In The Film By Ken Burns: Original Soundtrack Recording
69693;020530902X;Book;87;222;4.5;The Elements of Style, Fourth Edition
69896;0446677078;Book;1085;29;4.5;What Your Doctor May Not Tell You About Children's Vaccinations
69997;6303018009;Video;4047;3;3.5;Stop the World - I Want to Get Off
70069;B00004W5XL;Video;3931;14;4.5;The Celts - Rich Traditions & Ancient Myths
70077;B00004W5XV;Video;266;3;4.5;Doctor Who - Terror of the Zygons
70081;B00004W5XS;Video;52;28;4.5;Doctor Who - The Sontaran Experiment / The Genesis of the Daleks
70113;1890132446;Book;4338;14;5.0;The Safari Companion: A Guide to Watching African Mammals Including Hoofed Mammals, Carnivores, and Primates
70238;B00005JXI9;DVD;917;24;4.5;Crossfire Trail
70306;1566053692;Video;3623;19;4.0;Walking Tall - The Final Chapter
70331;B00005QVVC;DVD;874;166;5.0;M*A*S*H - Season One (Collector's Edition)
70375;0671612972;Book;371;87;4.5;Five Lessons: The Modern Fundamentals of Golf
70468;0783200870;Video;3791;22;3.5;Private School for Girls
70498;630291342X;Video;1449;5;5.0;Hangar 18
70616;B000002RBZ;Music;2013;56;4.5;Strangers Almanac
70630;0486278042;Book;4545;37;4.0;Antigone (Dover Thrift Editions)
70796;0671244094;Book;961;64;5.0;Path Between The Seas : The Creation of the Panama Canal, 1870-1914
70823;B000005S5S;Music;2118;12;5.0;Wicked Game
70838;0780020685;DVD;986;319;4.5;Seven Samurai - Criterion Collection
70904;B00001YXH8;DVD;4075;94;4.0;Total Eclipse
71000;6303364632;Video;701;4;4.5;Warrior Spirit
71042;B00004SQW4;Music;2263;24;4.5;The Isle of Dreaming
71046;6303450210;Video;3951;42;5.0;Wee Sing: Wee Sing In Sillyville
71081;B00004VW4Q;Music;3675;21;4.5;Partridge Family Album
71083;B00004VW4R;Music;2561;14;4.5;Up to Date
71277;6305641587;DVD;4109;42;3.5;Flesh Gordon
71284;0792837614;Video;209;217;4.5;West Side Story
71302;6301967372;Video;4195;12;4.5;Cold Turkey
71335;B000063TON;DVD;3795;22;4.5;Shackleton - The Greatest Survival Story of All Time (3-Disc Collector's Edition)
71382;B000001GIH;Music;4431;9;4.5;Sibelius/Tchaikovsky: Violinkonzerte
71406;B00005T7HD;DVD;2097;51;4.5;The Many Adventures of Winnie the Pooh (25th Anniversary Edition)
71442;B00005KAQP;DVD;1947;40;4.5;Sister Act
71468;B00005T7HZ;DVD;2407;27;4.0;Turner and Hooch
71549;0792269721;Book;2959;5;4.5;National Geographic Guide to the National Parks of the United States, Fourth Edition
71602;B00006CTE0;Music;1576;6;5.0;Inner Peace
71788;0764540750;Book;4090;23;3.0;SQL for Dummies
71879;007016357X;Book;4680;13;4.0;Best Answers to the 201 Most Frequently Asked Interview Questions
72008;096722490X;Book;2584;272;4.5;True to the Game: A Teri Woods Fable (Teri Woods Fable)
72058;B000003CMR;Music;2686;95;5.0;Captain Beyond
72067;B000003CMB;Music;357;141;5.0;The Allman Brothers at Fillmore East
72069;B000003CMC;Music;859;69;5.0;Eat a Peach
72153;6301966708;Video;1383;8;4.5;Duet for One
72192;B000002981;Music;2961;4;5.0;Long Lost Friend: The Best of Dave Mason
72263;0064400557;Book;1493;333;4.5;Charlotte's Web (Trophy Newbery)
72265;B00005T7I0;DVD;4240;42;4.5;Ruthless People
72266;B00005T7I3;DVD;3063;18;4.5;Three Men and a Little Lady
72268;B00005T7I2;DVD;3215;29;4.5;Three Men and a Baby
72270;B00005T7I9;Video;3100;36;2.5;Holy Man
72289;B00005T7IS;Music;3922;12;4.5;Don't Crush That Dwarf, Hand Me the Pliers!
72291;B00005T7IT;Music;3700;9;4.5;I Think We're All Bozos on this Bus
72304;0446608378;Book;1906;144;4.5;Thunderhead
72306;0689835825;Book;3431;239;4.5;Shiloh
72456;0310492408;Book;2824;27;4.5;Saving Your Marriage Before It Starts: Seven Questions to Ask Before (and After) You Marry
72469;0375758992;Book;914;126;4.5;Don't Let's Go to the Dogs Tonight : An African Childhood
72502;0743224892;Book;88;25;4.0;Jim Cramer's Real Money: Sane Investing in an Insane World
72634;B000002TTP;Music;317;100;5.0;Al Green - Greatest Hits
72703;B00005JLOS;Video;4116;97;4.5;Tuck Everlasting
72706;B00005JLOT;DVD;4432;97;4.5;Tuck Everlasting
72710;B00005JLON;DVD;3091;61;3.5;Brown Sugar
72730;B00005A1RE;Video;1527;30;4.0;The Book of Pooh - Stories From the Heart
72731;6303439357;Video;3412;4;4.0;Disney's Sing Along Songs: Pocahontas - Colors of the Wind
72833;6300216039;Video;210;163;4.5;Romeo and Juliet
72868;B000062X9B;Music;981;111;4.5;American III: Solitary Man
72871;B000062X9G;Music;927;54;5.0;Unchained
73177;0451525264;Book;2620;210;5.0;Les Miserables a New Unabridged Translation (Signet Classics)
73189;007137048X;Book;3674;46;4.0;Stocks for the Long Run : The Definitive Guide to Financial Market Returns and Long-Term Investment Strategies
73233;0783224435;Video;4621;4;4.5;Something in the Wind
73294;630595027X;DVD;4296;50;4.0;James and the Giant Peach (Special Edition)
73320;0780022513;DVD;3805;101;4.5;Yojimbo - Criterion Collection
73392;0786888423;Book;4225;6;5.0;The Lawn Bible: How to Keep It Green, Groomed, and Growing Every Season of the Year
73510;0316809063;Book;685;571;4.0;Maniac Magee
73540;0201835959;Book;3204;83;4.5;The Mythical Man-Month: Essays on Software Engineering, 20th  Anniversary Edition
73576;157120119X;Book;237;3;5.0;The Art of Machine Piecing: How to Achieve Quality Workmanship Through a Colorful Journey
73577;B00005JKP9;DVD;3327;62;4.0;Belle de jour
73719;0871318156;Book;4424;62;3.5;Dr. Atkins' New Carbohydrate Gram Counter
73754;B00007G24G;Video;3983;6;4.0;Ansel Adams - A Documentary Film
73762;B000050565;DVD;2819;59;4.0;The Prophecy
73906;B000053UZS;Video;278;213;4.0;Pilates Beginning Mat Workout
73972;6302253764;Video;3903;24;4.0;The Nasty Girl
74029;0966444310;Video;2027;4;4.5;Positive Postnatal Fitness - A Complete Post Pregnancy Workout
74043;B00004YLO4;Music;3495;4;4.5;20th Century Masters - The Millennium Collection: The Best of Glen Frey
74069;B000083ME2;Music;4568;12;4.5;Echoes of an Era
74127;6305127670;DVD;4565;58;4.0;In & Out
74138;6302682584;Video;760;12;5.0;The Dawn Patrol
74146;0679778012;Book;4610;12;5.0;Helping Your Kids Cope with Divorce the Sandcastles Way
74218;0814477232;Book;2433;7;4.5;People Styles at Work: Making Bad Relationships Good and Good Relationships Better
74222;0790743949;DVD;587;120;4.5;Arsenic and Old Lace
74270;B000002O42;Music;3869;15;4.0;Reba McEntire - Greatest Hits
74329;B000002O4X;Music;1594;19;5.0;Out Of Africa: Music From The Motion Picture Soundtrack
74339;B000002O4I;Music;3420;35;4.5;The Best of Three Dog Night
74401;6302860636;Video;2592;1;3.0;The Garden
74404;B00005JKJM;DVD;4960;322;4.0;From Hell
74484;0140279482;Book;4542;20;4.5;The London Mapguide : 4th Edition
74506;B000059TQ9;DVD;2565;71;4.5;The X-Files - The Complete Third Season
74555;B00005J6RD;DVD;889;163;4.0;Mommie Dearest
74720;044046126X;Book;2962;13;5.0;Nate The Great (Nate The Great, paper)
74737;B00005QFEY;Video;3763;2;5.0;Thunderbirds - Set 3
74746;0517277956;Book;3236;0;0.0;Lost Books of the Bible
74792;6303853102;Video;2125;227;4.0;Clueless
74851;B000000GTH;Music;1649;15;5.0;Big Night: Original Motion Picture Soundtrack
74949;0683055658;Book;3925;18;4.5;The ICU Book
74950;0679882839;Book;2906;30;5.0;There's a Wocket in My Pocket! Dr. Seuss's Book of Ridiculous Rhymes (Bright and Early Board Books)
75075;068985658X;Book;469;36;4.5;Counting Kisses: A Kiss & Read Book
75107;6304326351;Video;3569;4;5.0;Aeon Flux - Mission Infinite
75154;B00008J2PG;DVD;2870;37;4.5;The Scarlet and the Black
75209;6303364705;Video;2104;7;4.5;Come to the Stable
75372;B000063WDH;Music;1573;36;4.5;The Big Come Up
75385;0671019872;Book;3284;20;4.0;MY SECRET GARDEN
75393;B00005Q4FT;Video;2739;10;4.0;Bob the Builder - Bob's White Christmas
75412;B000001E40;Music;4659;18;4.0;The Best of Village People [Casablanca]
75419;B000063WD4;Music;2791;5;5.0;Pete Seeger's Greatest Hits [2002]
75509;B00002AFX6;Video;515;3;5.0;Blind Faith
75562;1578512506;Book;3347;19;4.5;The Strategy-Focused Organization: How Balanced Scorecard Companies Thrive in the New Business Environment
75584;B00000AFGM;Music;3160;392;4.5;Mechanical Animals (Explicit Cover)
75708;B00004HYLF;Music;2691;39;4.5;Romantic Warrior
75732;B00004HYL3;Music;2942;17;4.5;Paul Revere & The Raiders - Greatest Hits
75751;6304546270;Video;1166;20;4.0;Please Don't Eat the Daisies
75841;0790742675;Video;3590;243;4.0;Practical Magic
75848;0312983867;Book;1565;334;4.0;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
75863;0345325818;Book;4229;544;4.5;The Silmarillion
75881;B00008L3UQ;DVD;3902;19;4.5;Shoot to Kill
75908;0784017786;Video;794;29;4.0;Denise Austin - Hit the Spot: Fat Burning Blast
76232;0679732241;Book;1556;161;4.0;The Sound and the Fury (Vintage International)
76238;6303501087;Video;4553;5;5.0;Biography - Michelangelo
76270;039480001X;Book;1110;111;4.5;The Cat in the Hat
76334;630157401X;Video;92;111;4.5;Indiana Jones and the Last Crusade
76359;B00008438V;DVD;4245;73;4.5;Weird Science (High School Reunion Collection)
76361;B00008438U;DVD;2300;84;4.0;The Andromeda Strain
76362;B00008438T;DVD;448;141;4.0;Sixteen Candles (High School Reunion Collection)
76539;B00000I2UF;Music;2407;60;4.5;Psychocandy
76615;B00004U8H5;Video;659;154;4.0;Prenatal Yoga
76632;1893858227;Book;2402;9;4.0;Examkrackers 1001 Questions in MCAT Chemistry (Examkrackers)
76706;B000068CNX;DVD;433;69;4.5;Friends - The Complete Second Season
76737;0764552155;Book;4299;7;4.0;Home Maintenance for Dummies
76747;0790741091;Video;2314;41;4.0;The Pajama Game
76822;B000059LGC;DVD;4216;47;4.5;Death on the Nile
76889;0793521610;Book;4961;3;5.0;Building a Jazz Vocabulary
76901;B00004Z4VI;DVD;2912;51;4.5;The Moody Blues Hall of Fame - Live From the Royal Albert Hall
77014;0316666343;Book;1100;0;0.0;The Lovely Bones: A Novel
77045;B00004YWYO;Music;2917;39;5.0;A Lo Cubano
77063;1576830470;Book;4273;20;5.0;Calm My Anxious Heart : A Woman's Guide to Contentment
77126;B000059Z8L;DVD;918;87;4.0;The Complete Superman Collection
77167;0763616052;Book;528;518;4.5;Because of Winn-Dixie (Because of Winn-Dixie)
77200;0471126586;Book;2852;38;4.5;The 106 Common Mistakes Homebuyers Make (and How to Avoid Them), 3rd Edition
77231;0679721037;Book;2010;172;4.0;Hiroshima (Vintage)
77305;0060675187;Book;3487;127;3.5;Rescuing the Bible from Fundamentalism : A Bishop Rethinks the Meaning of Scripture
77328;B00004WG9E;Video;1319;6;5.0;One Foot in the Grave: In Luton Airport No One Can Hear You Scream
77337;0345428811;Book;2378;212;4.5;Star Wars, Episode II - Attack of the Clones
77339;B00004WG9F;Video;2288;7;5.0;One Foot in the Grave - Who Will Buy
77458;6301413261;Video;2295;1;1.0;Windows and Doors
77464;0823003035;Book;4942;37;4.5;The Artist's Complete Guide to Figure Drawing: A Contemporary Perspective on the Classical Tradition
77471;157826085X;Book;4582;83;4.5;The Body Sculpting Bible for Men
77523;B000002GNO;Music;3169;56;5.0;Veedon Fleece
77524;B000002GNL;Music;4924;18;5.0;Saint Dominic's Preview
77525;B000002GNN;Music;1283;35;5.0;It's Too Late to Stop Now
77526;B000002GNC;Music;939;40;4.5;The Best of the Moody Blues
77551;B00000IOUX;DVD;4658;36;5.0;Black Orpheus - Criterion Collection
77777;B00005ASHF;Music;1916;55;5.0;Volume 3: Further in Time
77784;0375701907;Book;2642;198;4.5;Straight Man : A Novel (Vintage Contemporaries)
77952;0790749556;Video;1531;11;4.0;Roberta
77992;6305416222;DVD;1769;66;4.5;Lost Horizon
78005;B00005YURN;Video;1932;104;4.0;The Wiggles - Hoop-Dee-Doo! It's a Wiggly Party
78039;B00005YUR2;Video;943;29;4.5;Breakthru - Pilates Plus
78120;0810933519;Book;3499;28;5.0;Andy Goldsworthy: A Collaboration with Nature
78137;B000068OSJ;Music;563;110;4.5;De Stijl
78209;B000005H2Y;Music;1542;8;5.0;The Best of Django Reinhardt [Capitol/Blue Note]
78283;B000063TQS;DVD;177;112;4.5;Sex and the City - The Complete Third Season
78285;B000063TQT;Video;4602;112;4.5;Sex and the City - The Complete Third Season
78315;B0000026TY;Music;2625;3;4.5;Highwayman 2
78355;0891093117;Book;703;76;4.0;Parenting With Love and Logic : Teaching Children Responsibility
78379;6300183912;Video;614;32;5.0;The Heiress
78397;B00006JIA4;Music;1030;62;4.5;"""Queen - The Platinum Collection: Greatest Hits I, II & III"""
78416;B000002LSV;Music;615;45;4.5;ZZ Top - Greatest Hits
78467;1930966075;Video;1368;0;0.0;A Stroke Survivors Guide To Independence: Improving Function and Awareness
78552;0590930028;Book;4408;125;4.5;No, David!
78662;0812505158;Book;333;186;4.0;The War of the Worlds (Tor Classics)
78705;0941807665;Book;3635;19;4.5;The Discipline of Market Leaders: Choose Your Customers, Narrow Your Focus, Dominate Your Market
78738;0783229364;DVD;3653;25;4.5;The Secret of My Success
78753;B00004RDTU;Music;2159;36;4.5;Come to Where I'm From
78787;6301415094;Video;1304;12;4.5;Holiday Affair
78826;B000002OIY;Music;1988;30;5.0;Joshua Judges Ruth
78844;B000002OI1;Music;4820;22;5.0;For My Broken Heart
78899;6301978307;Video;2624;62;4.0;Rollerball
78948;0679805273;Book;144;140;5.0;Oh, the Places You'll Go! (Classic Seuss)
78967;038071907X;Book;1635;500;3.5;Nothing But The Truth: A Documentary Novel
78989;0553381407;Book;1645;73;4.5;Toxic Parents : Overcoming Their Hurtful Legacy and Reclaiming Your Life
79015;0736048138;Book;4523;20;3.0;Women's Strength Training Anatomy
79146;B00005Y7DV;Music;2766;172;5.0;Clarity
79173;0783230524;DVD;4104;34;4.0;Crooklyn
79228;6303977898;Video;268;74;4.5;Il Postino
79279;0884042642;Book;2862;27;4.5;Self Analysis
79408;0553371312;Book;2204;27;4.5;Getting Past No: Negotiating Your Way from Confrontation to Cooperation
79478;0911910107;Book;3580;29;5.0;The Merck Manual of Diagnosis and Therapy: 17th Edition
79574;B00005221M;DVD;543;381;4.0;The Last of the Mohicans (Director's Expanded Edition)
79575;B00005221O;DVD;1164;379;4.5;The X-Files - Fight the Future
79581;1572241691;Book;2355;11;5.0;The OCD Workbook: Your Guide to Breaking Free from Obsessive-Compulsive Disorder
79585;0971453209;Book;269;677;3.5;On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide
79604;B00005YW4Z;Music;3541;149;4.0;Moulin Rouge 2
79690;0060809248;Book;871;164;4.5;The Phantom of the Opera: The Original Novel
79743;6303486762;Video;3146;44;5.0;Red
79776;B00003RQKJ;Video;1492;37;3.5;Chill Factor
79793;6304696469;DVD;2692;82;4.0;Ace Ventura - When Nature Calls
79879;B0000040E9;Video;4423;234;4.5;It's a Mad, Mad, Mad, Mad World
80003;6303124542;Video;190;115;4.5;Sesame Street - The Best of Elmo
80041;6303113192;Video;3139;9;4.0;Silent Tongue
80134;6301973240;Video;4577;16;4.0;Northwest Passage
80148;B00008VPUP;Video;1358;374;4.5;The Lion King - Special Edition
80217;0679724532;Book;608;134;4.0;The Gnostic Gospels (Vintage)
80317;B0000033P8;Music;4614;25;4.5;Best Of Emerson Lake And Palmer (Rhino)
80323;B0000033P0;Music;4640;55;4.0;Tarkus
80411;B000003RUV;Music;4647;11;5.0;Faust IV
80452;6303864236;Video;1347;6;5.0;A Charlie Brown Celebration
80608;B00005OSLN;DVD;2611;31;4.5;Calle 54
80730;B00008MTVN;DVD;136;101;4.5;Sex and the City - The Complete Fourth Season
80743;B00008MTVZ;DVD;3491;52;4.5;The Flight of the Phoenix
80798;0060934913;Book;2208;416;4.0;Kitchen Confidential: Adventures in the Culinary Underbelly
80809;6300214540;Video;366;218;4.0;Top Gun
80821;1930612001;Video;2051;5;4.0;Transformations
80846;B00004TZYJ;Music;2806;45;4.5;The Best Of Alice Cooper: Mascara & Monsters
80881;0310210844;Book;4170;19;4.0;Safe People
80898;6305754934;DVD;4119;51;4.5;True Grit
80903;B00005KA8G;Video;1684;24;4.0;Disappearing Acts
80988;0393320979;Book;1025;196;4.5;Beowulf: A New Verse Translation
81022;B00005ATHO;Music;3286;33;5.0;Skylarking
81037;0679723129;Book;3011;16;4.5;Gideon's Trumpet (Vintage)
81083;6302212812;Video;581;49;4.5;Cane Toads: An Unnatural History
81166;6301964292;Video;4839;3;5.0;Around the World under the Sea
81387;0380818604;Book;3392;130;4.5;The Curse of Chalion
81410;B0000524E4;DVD;4755;80;4.0;Disney's The Kid
81411;B0000524E5;DVD;3420;248;3.5;Coyote Ugly
81461;B0000524EH;Video;744;39;4.5;Talking Hands: A Sign Language Video for Children
81465;0767836359;DVD;2419;76;4.5;A River Runs Through It
81716;B0000046YU;Music;2761;13;5.0;Steal Away: Spirituals Hymns & Folk Songs
81778;B00003BDYT;Video;250;11;4.0;All About Heavy Construction Equipment
81794;B00005BJOJ;Video;3314;1;5.0;Going Ape!
81843;B00005Y4RZ;DVD;1816;55;4.5;All in the Family - The Complete First Season
81928;1574924494;Video;4298;180;3.5;The Odyssey
81930;0764117696;Book;3196;23;4.0;How to Prepare for the GRE Test
81981;0395740460;Book;2702;12;5.0;A Field Guide to the Birds of Eastern and Central North America
81993;0060959622;Book;4119;53;4.0;You Just Don't Understand: Women and Men in Conversation
82036;0060007737;Book;2138;49;4.0;The 22 Immutable Laws of Branding
82107;6305433909;DVD;1884;45;4.0;Sister Act 2: Back in the Habit
82235;6303934501;Video;4738;2;5.0;The Captive Heart
82255;B00000F3XU;Video;4126;43;3.0;Timecode
82261;B000002WYT;Music;251;376;4.5;Crash
82364;6302427355;Video;4661;6;4.5;Pink Floyd: La Carrera Panamericana
82413;B00000IX6H;Music;3388;428;4.0;Ricky Martin [1999]
82420;156205810X;Book;2985;223;4.0;Designing Web Usability : The Practice of Simplicity
82511;B00004TS0N;DVD;1178;89;4.5;The X-Files - The Complete Second Season
82515;B00004TS0L;DVD;4677;10;4.0;The Rodgers & Hammerstein Collection
82532;B00006JJ4L;Music;3228;20;5.0;Cowboy Bebop
82574;B000063K2R;DVD;1265;100;4.5;The Great Race
82575;B000063K2U;DVD;3358;31;4.5;The Saddle Club - Adventures at Pine Hollow
82579;B000063K2W;DVD;2470;97;5.0;The Women
82591;B000063K2C;DVD;2988;37;4.5;Now and Then, Here and There (Complete Collector's Boxed Set)
82652;0872205525;Book;2832;14;4.5;A Rulebook for Arguments
82742;B00004T9VY;Music;789;47;5.0;Tea for Tillerman
82760;080018789X;Video;4391;153;4.0;Jerry Maguire
82805;B0000032ZQ;Music;3745;13;4.5;The Very Best of the Drifters
82913;0967089735;Book;542;115;4.5;Nourishing Traditions:  The Cookbook that Challenges Politically Correct Nutrition and the Diet Dictocrats
82927;B000001Y37;Music;2668;48;5.0;God's Property From Kirk Franklin's Nu Nation
82972;B000056HEB;DVD;1283;34;5.0;The Miracle Worker
82973;B000056HEA;DVD;1846;135;4.5;The Lion in Winter
82978;B000056HEC;DVD;798;131;5.0;12 Angry Men
82988;B00007J8C7;Music;2801;51;4.5;Solaris (Score)
83043;0792257340;Video;3222;0;0.0;All About Animals: Magic Me
83086;B00005BCKX;Video;1011;1;4.0;Bear in the Big Blue House - Safe and Sound
83104;B00005BCKF;DVD;3638;144;3.5;Proof of Life
83111;B00003CXMJ;DVD;3741;13;4.5;The Five Senses
83154;B00005BCK4;DVD;2603;40;4.5;Charlotte's Web (Widescreen Edition)
83163;B000035Z4W;Video;2794;3;4.5;Winnie the Pooh: Sing a Song with Tigger
83325;B00001U0DW;DVD;1969;63;4.5;The Castle
83330;B00001U0DP;DVD;786;556;4.5;Life Is Beautiful
83436;0965301222;Video;942;4;5.0;How To Behave So Your Children Will, Too!
83474;B00005V3WH;Music;4282;94;4.5;The Essential Barbra Streisand
83488;0966537319;Book;4174;6;4.5;Thin Book of Appreciative Inquiry (2nd edition) (Thin Book Series)
83589;B000002H1F;Music;1117;22;4.5;What's New
83593;0847825043;Book;352;88;4.0;The Rage and The Pride
83628;B0000639G8;DVD;2984;6;4.5;Fender Presents: Getting Started on Acoustic Guitar -- A Guide for Beginners
83630;B0000639G7;DVD;1903;19;5.0;Fender Presents: Getting Started on Electric Guitar -- A Guide for Beginners
83645;B0000639GA;DVD;4533;7;3.5;Cuban Story
83709;B00005ASUM;DVD;628;674;4.0;2001 - A Space Odyssey
83728;1563526859;Book;1322;96;4.0;The Terrible Truth About Liberals
83764;1563716151;Video;1104;18;4.5;Second Chances
83775;B00005YLS5;DVD;4073;6;3.5;Trinity Collection
83841;B000003TSP;Music;1189;134;4.5;Portishead
83892;B00004WGBP;Video;221;6;5.0;Perfect Spy
83909;0151008116;Book;3085;1377;4.0;Life of Pi
83939;6303102441;Video;2951;19;4.0;I Was a Male War Bride
83974;0385318413;Book;3628;20;4.5;What Your Kindergartner Needs to Know : Preparing Your Child for a Lifetime of Learning (Core Knowledge Series)
83991;B000002BT5;Music;2754;49;4.5;Love Jones: The Music (1997 Film)
84040;0763154342;Music;3694;52;4.5;Under These Rocks and Stones
84119;0767827686;DVD;4133;35;4.0;Iron Eagle
84128;6301648838;Video;160;20;4.5;Long Gone
84146;6301972279;Video;107;73;4.5;The Long, Long Trailer
84168;0060937653;Book;3041;63;4.5;How to Go to College Almost for Free
84229;B000059XXZ;Video;4777;302;4.5;Batman
84256;630329314X;Video;1147;1;5.0;Eyewitness - Bird
84308;0394800893;Book;4492;32;5.0;The Sneetches and Other Stories (Classic Seuss)
84393;B00006FDB3;DVD;4184;15;4.5;Dark Shadows DVD Collection 3
84412;B00006FDBW;DVD;4436;42;3.5;Visitor Q
84426;6302784980;Video;2273;36;5.0;Black Orpheus
84440;6301978749;Video;4425;10;4.0;Tea and Sympathy
84467;014028852X;Book;823;80;4.5;Difficult Conversations: How to Discuss what Matters Most
84519;006103083X;Book;1731;52;4.5;A Week in the Zone
84521;0689710682;Book;3351;208;4.5;Mrs. Frisby and the Rats of Nimh (Aladdin Fantasy)
84553;B00005T34J;Video;4655;340;3.5;Enemy at the Gates
84605;6301798708;Video;4534;21;4.0;Drums Along the Mohawk
84669;B0000973HA;Music;3117;129;4.5;Keep It Together
84714;0385473079;Book;1859;57;5.0;Return of the Prodigal Son
84842;0807282596;Book;661;4924;5.0;Harry Potter and the Goblet of Fire (Book 4 Audio CD) (Harry Potter (J.K. Rowling))
85004;1574924656;Video;3292;3;5.0;Mandela and de Klerk
85033;B000002HEM;Music;1128;38;4.5;Mtv Unplugged
85049;B000002HEP;Music;4608;70;4.5;Welcome to Sky Valley
85068;B000002HE1;Music;226;29;4.5;The Best of Howard Jones
85112;B00005COWT;Video;1496;0;0.0;Little House on the Prairie (5 pack)
85120;0792157850;Video;1371;128;4.0;Indiana Jones and the Temple of Doom (Widescreen Edition)
85140;6305622892;Video;1974;117;4.0;A Midsummer Night's Dream
85194;6305426651;Video;3715;556;4.5;Life Is Beautiful
85216;B000053VCT;Video;4682;14;3.5;Dream a Dream - Charlotte Church in the Holy Land
85234;0812931173;Book;4618;13;5.0;Freeing Your Child from Obsessive-Compulsive Disorder : A Powerful, Practical Program for Parents of Children and Adolescents
85259;0393319296;Book;3577;232;4.0;Invisible Monsters
85268;B000053VC9;DVD;2845;20;4.5;Thelonious Monk - Straight No Chaser
85391;0060958324;Book;845;429;4.0;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
85432;0801033373;Book;4568;3;5.0;The Hour That Changes the World
85497;B000002KKD;Music;4113;38;4.5;The B-52's
85517;B000002KKX;Music;3883;32;4.5;Christopher Cross
85540;0932633439;Book;3192;49;5.0;Peopleware : Productive Projects and Teams, 2nd Ed.
85579;B00007KK21;Music;180;75;4.5;Legend (New Packaging)
85608;6302308283;Video;1045;3;3.5;Tex Avery's Screwball Classics, Vol. 4
85613;B00004SYOP;Music;850;106;5.0;Time After Time
85666;6305495181;DVD;2682;105;3.5;King Kong
85686;630530209X;DVD;4323;53;4.5;Sunday in the Park with George
85730;0521370957;Book;2560;85;4.5;The Art of Electronics
85745;0914984985;Book;4531;21;4.5;REVELATION : God's Word for the Biblically Inept (God's Word for the Biblically-Inept Series)
85786;6305537798;Video;4206;387;4.5;10 Things I Hate About You
85826;1890159190;Book;3973;0;0.0;The Mistress Manual: The Good Girl's Guide to Female Dominance
85905;0486258106;Book;2285;4;5.0;First Spanish Reader (Dual-Language) (Beginners' Guides)
85998;6304489625;Video;4605;12;4.5;Rocko's Modern Life: Machine Madness
86063;076701751X;Video;2265;1;4.0;The Big Dig - Boston
86116;1400031257;Book;4345;84;4.0;Longitudes and Attitudes : The World in the Age of Terrorism
86130;B000021Y7X;DVD;2040;114;5.0;Talking Heads - Stop Making Sense
86138;B000003N89;Music;4798;80;5.0;All for You: A Dedication to the Nat King Cole Trio
86166;B000021Y77;DVD;2365;441;4.5;Run Lola Run
86181;6300184900;Video;4003;31;5.0;The Bionic Woman
86258;0789489597;Book;1452;9;4.5;Supersex
86442;630493629X;DVD;3259;53;4.0;Pure Country
86608;079213690X;Video;3092;745;4.5;Braveheart
86674;0792115147;Video;1870;18;3.5;Fat Man and Little Boy
86772;B00006JKCX;Music;993;9;3.0;TV Guide: 50 All-Time Favorite TV Themes
87082;6303003958;Video;528;137;4.5;Much Ado About Nothing
87090;B00004WLUL;Video;4793;12;4.5;If...
87174;0671449028;Book;1072;68;5.0;The Going-To-Bed Book
87285;B00006RCQH;Video;4927;35;4.0;Leslie Sansone - Walk Away The Pounds For Abs w/belt (3 Pack)
87326;B00005O4UG;Music;166;52;5.0;Alone in IZ World
87337;B00006CXJE;Video;4675;15;3.5;Keep the River on Your Right - A Modern Cannibal Tale
87353;B000001FLQ;Music;4475;77;4.5;Highlights From The Phantom Of The Opera: The Original Cast Recording (1986 London Cast)
87383;0784011710;DVD;2694;48;4.5;Sophie's Choice
87427;B00006NSIP;Music;3446;60;4.0;Wait for Me
87472;B00005QZ1S;Music;3056;25;4.0;Boyz II Men - Legacy: Greatest Hits Collection
87477;B000001DZM;Music;2811;35;4.0;The Adventures Of Priscilla, Queen Of The Desert: Original Motion Picture Soundtrack
87478;B000001DZO;Music;91;201;4.5;ABBA - Gold: Greatest Hits
